,City,Walk Score,Transit Score,Bike Score,Baseball Fields and Diamonds,Tennis and Pickleball Courts,Volleyball,Basketball Hoops,Disc Golf Courses,Skateparks,Outdoor Exercise Zones,Community Gardens,Dog Parks,Playgrounds,Splashpads,Swimming Pools,Rec Centers,Senior Centers,Park Units,Parks as City Area,Improved Trails,Nature Trails,Walkable Park Access
66,"Tulsa, OK",39.0,22.7,47.2,5.840856913309763,3.4806739156866344,0.500644878283694,3.0753899665998343,0.13728120862517224,0.07152069689767057,0.1907218583937882,0.04768046459844705,0.07152069689767057,4.648845298348587,0.8344081304728233,0.11920116149611762,0.07152069689767057,0.1907218583937882,3.3137922895920697,0.068734427700467,1.8762262819488913,1.501934634851082,0.6451619869892089
70,"Charlotte/Mecklenburg, NC",26.4,27.4,31.3,3.0129246743079934,2.540813970356598,0.3347694082564437,3.21893661785042,0.1115898027521479,0.017167661961868908,0.008583830980934454,0.31760174629457477,0.09442214079027898,3.596625181011536,0.09442214079027898,0.07725447882841008,0.017167661961868908,0.26609876040896807,2.463559491528188,0.068285932159456,2.0481020720509604,0.564816078545487,0.0
40,"Atlanta, GA",47.7,43.7,41.7,3.453454036078894,3.666869734937702,0.0776057086759302,3.938489715303458,0.01940142716898255,0.0388028543379651,0.5820428150694765,0.4268313977176161,0.1940142716898255,3.2982426187270337,0.1940142716898255,0.523287883858715,0.1764292015986467,0.7178528052523544,7.663563731748107,0.064626478425506,2.2117626972640108,0.0,0.7735817913131623
96,"Lincoln, NE",44.1,24.3,58.5,2.757498209307565,5.414112337786805,1.0424688352260307,8.87779911289265,0.13451210777110073,0.06725605388555037,0.3026522424849767,0.16814013471387593,0.13451210777110073,4.472527583389099,0.06725605388555037,0.3026522424849767,0.0,0.369908296370527,4.976947987530727,0.0632441499343995,5.553834774265457,0.2609534890759354,0.8970082669535627
76,"Newark, NJ",75.9,65.0,51.1,2.0933441172272707,1.93475744167975,0.22202134576652868,2.5373868087603277,0.0,0.0317173351095041,0.1903040106570246,0.0317173351095041,0.0317173351095041,1.0149547235041312,0.2537386808760328,0.1903040106570246,0.0634346702190082,0.5074773617520656,3.1400161758409055,0.0610473457675753,1.4431387474824364,0.0,0.9369197281329128
80,"Memphis, TN",35.0,22.2,41.2,1.5684733684312258,1.2832963923528211,0.0950589920261349,2.6774949420694663,0.015843165337689147,0.031686330675378294,0.0950589920261349,0.031686330675378294,0.0950589920261349,1.7744345178211847,0.12674532270151317,0.2851769760784047,0.0950589920261349,0.5545107868191201,3.2161625635508972,0.0606388757611807,1.433806463060868,0.07129424401960117,0.4557872872385434
56,"Fort Worth, TX",34.9,21.6,38.6,1.6657199997103096,1.1794539128383559,0.23795999995861566,2.183024347446431,0.04138434781888968,0.04138434781888968,0.19657565213972597,0.0,0.04138434781888968,2.172678260491708,0.01034608695472242,0.03103826086416726,0.0,0.22761391300389325,3.0727878255525587,0.0598467025118953,2.172678260491708,0.3103826086416726,0.6159778637506252
51,"Toledo, OH",46.4,0.0,45.6,2.865180245884559,2.7535498466942516,0.223260798380615,2.3814485160598933,0.03721013306343583,0.03721013306343583,0.14884053225374333,0.0,0.07442026612687166,4.7628970321197865,0.07442026612687166,0.223260798380615,0.0,0.223260798380615,5.023367963563837,0.0586817665269015,2.5302890483136364,0.29768106450748666,0.8227522524206512
16,"Detroit, MI",51.1,35.7,52.1,3.4043327586233945,1.6629459558252526,0.14119352455120068,5.804622675993806,0.015688169394577855,0.06275267757831142,0.36082789607529064,0.06275267757831142,0.10981718576204498,4.784891665346246,0.1725698633403564,0.10981718576204498,0.09412901636746714,0.2666988797078235,4.769203495951668,0.0584518347318206,2.070838360084277,0.04706450818373357,0.8349598050430823
8,"Bakersfield, CA",37.3,24.6,43.7,0.0,0.8278024765902329,1.0956209248988376,2.069506191475582,0.12173565832209307,0.07304139499325585,0.12173565832209307,0.024347131664418615,0.21912418497976752,2.897308668065815,0.3408598433018606,0.1704299216509303,0.07304139499325585,0.12173565832209307,1.899076269824652,0.0560103583660512,0.8278024765902329,0.0,0.4618025350299062
42,"Norfolk, VA",45.8,35.7,46.9,5.689733795763659,6.48462307605417,0.0,12.047771851745752,0.0836725558200538,0.0836725558200538,0.1255088337300807,0.1673451116401076,0.4344664225223044,5.277773924950161,0.1255088337300807,0.20918138955013452,0.0,0.9794526851678511,6.9448221330644655,0.0546691479300771,0.5438716128303497,0.0,0.7738749178963046
64,"Irving, TX",44.8,28.7,42.0,2.367180192047038,0.6872458622072046,0.5727048851726705,1.183590096023519,0.07636065135635607,0.038180325678178036,0.41998358245995837,0.0,0.1145409770345341,2.9398850772197087,0.07636065135635607,0.2290819540690682,0.0,0.38180325678178034,3.9325735448523376,0.0541748419446261,1.4126720500925871,0.0,0.6136534419688665
